timestamp,value_kwh
2025-12-01T00:15:00+01:00,2.40296
2025-12-01T00:30:00+01:00,1.941
2025-12-01T00:45:00+01:00,1.690242
2025-12-01T01:00:00+01:00,1.719078
2025-12-01T01:15:00+01:00,1.85388
2025-12-01T01:30:00+01:00,2.22196
2025-12-01T01:45:00+01:00,2.20836
2025-12-01T02:00:00+01:00,2.291
2025-12-01T02:15:00+01:00,1.89712
2025-12-01T02:30:00+01:00,1.87836
2025-12-01T02:45:00+01:00,1.77812
2025-12-01T03:00:00+01:00,2.293777
2025-12-01T03:15:00+01:00,2.230495
2025-12-01T03:30:00+01:00,2.753768
2025-12-01T03:45:00+01:00,2.63136
2025-12-01T04:00:00+01:00,2.82532
2025-12-01T04:15:00+01:00,3.04688
2025-12-01T04:30:00+01:00,3.170621
2025-12-01T04:45:00+01:00,3.201819
2025-12-01T05:00:00+01:00,3.15116
2025-12-01T05:15:00+01:00,3.07328
2025-12-01T05:30:00+01:00,2.51984
2025-12-01T05:45:00+01:00,4.28952
2025-12-01T06:00:00+01:00,5.96836
2025-12-01T06:15:00+01:00,5.97136
2025-12-01T06:30:00+01:00,4.2424
2025-12-01T06:45:00+01:00,3.02544
2025-12-01T07:00:00+01:00,3.57012
2025-12-01T07:15:00+01:00,4.02216
2025-12-01T07:30:00+01:00,3.278084
2025-12-01T07:45:00+01:00,3.868236
2025-12-01T08:00:00+01:00,5.20112
2025-12-01T08:15:00+01:00,5.5622
2025-12-01T08:30:00+01:00,5.9536
2025-12-01T08:45:00+01:00,5.92032
2025-12-01T09:00:00+01:00,5.825393
2025-12-01T09:15:00+01:00,5.725527
2025-12-01T09:30:00+01:00,5.569865
2025-12-01T09:45:00+01:00,4.29509
2025-12-01T10:00:00+01:00,2.694107
2025-12-01T10:15:00+01:00,3.213698
2025-12-01T10:30:00+01:00,3.841165
2025-12-01T10:45:00+01:00,4.947715
2025-12-01T11:00:00+01:00,5.604269
2025-12-01T11:15:00+01:00,5.9341
2025-12-01T11:30:00+01:00,5.954558
2025-12-01T11:45:00+01:00,5.860714
2025-12-01T12:00:00+01:00,5.89424
2025-12-01T12:15:00+01:00,5.9094
2025-12-01T12:30:00+01:00,6.06596
2025-12-01T12:45:00+01:00,6.04112
2025-12-01T13:00:00+01:00,5.92908
2025-12-01T13:15:00+01:00,6.02908
2025-12-01T13:30:00+01:00,6.00956
