timestamp,value_kwh
2025-12-22T12:15:00+01:00,
2025-12-22T12:30:00+01:00,0.0
2025-12-22T12:45:00+01:00,0.0
2025-12-22T13:00:00+01:00,0.0
2025-12-22T13:15:00+01:00,0.0
2025-12-22T13:30:00+01:00,0.0
2025-12-22T13:45:00+01:00,0.0
2025-12-22T14:00:00+01:00,0.0
2025-12-22T14:15:00+01:00,0.0
2025-12-22T14:30:00+01:00,0.0
2025-12-22T14:45:00+01:00,0.0
2025-12-22T15:00:00+01:00,0.0
2025-12-22T15:15:00+01:00,0.0
2025-12-22T15:30:00+01:00,0.0
2025-12-22T15:45:00+01:00,0.0
2025-12-22T16:00:00+01:00,0.0
2025-12-22T16:15:00+01:00,0.0
2025-12-22T16:30:00+01:00,0.0
2025-12-22T16:45:00+01:00,0.0
2025-12-22T17:00:00+01:00,0.0
2025-12-22T17:15:00+01:00,0.0
2025-12-22T17:30:00+01:00,0.074927
2025-12-22T17:45:00+01:00,0.154666
2025-12-22T18:00:00+01:00,0.154666
2025-12-22T18:15:00+01:00,0.154666
2025-12-22T18:30:00+01:00,0.154666
2025-12-22T18:45:00+01:00,0.154666
2025-12-22T19:00:00+01:00,0.151744
2025-12-22T19:15:00+01:00,0.0
2025-12-22T19:30:00+01:00,0.0
2025-12-22T19:45:00+01:00,0.0
2025-12-22T20:00:00+01:00,0.0
2025-12-22T20:15:00+01:00,0.0
2025-12-22T20:30:00+01:00,0.0
2025-12-22T20:45:00+01:00,0.0
2025-12-22T21:00:00+01:00,0.0
2025-12-22T21:15:00+01:00,0.0
2025-12-22T21:30:00+01:00,0.0
2025-12-22T21:45:00+01:00,0.0
2025-12-22T22:00:00+01:00,0.0
2025-12-22T22:15:00+01:00,0.0
2025-12-22T22:30:00+01:00,0.0
2025-12-22T22:45:00+01:00,0.0
2025-12-22T23:00:00+01:00,0.0
2025-12-22T23:15:00+01:00,0.0
2025-12-22T23:30:00+01:00,0.0
2025-12-22T23:45:00+01:00,0.0
2025-12-23T00:00:00+01:00,0.0
2025-12-23T00:15:00+01:00,0.0
2025-12-23T00:30:00+01:00,0.0
2025-12-23T00:45:00+01:00,0.0
2025-12-23T01:00:00+01:00,0.0
2025-12-23T01:15:00+01:00,0.0
2025-12-23T01:30:00+01:00,0.0
2025-12-23T01:45:00+01:00,0.0
2025-12-23T02:00:00+01:00,0.0
